DepotID,ShipToID,Latitude,Longitude,NumDeliveries,NumPlannedDeliveryDates,PeriodStart,PeriodEnd,TotalNetWeightKg,AvgDailyDemand,WeightInUOM
25P2,70382797,14.54644879,121.064459,10,2,2023-01-13,2023-01-20,13.834,6.917,Kg
25P2,70390788,14.59038768,121.0954401,9,1,2023-01-13,2023-01-13,34.296,34.296,Kg
25P2,70390791,14.60420446,121.1060634,1,1,2023-01-16,2023-01-16,1.266,1.266,Kg
25P2,70390799,14.57404122,121.0478496,7,1,2023-01-13,2023-01-13,11.831,11.831,Kg
25P2,70395155,14.55540859,121.055598,46,1,2023-01-13,2023-01-13,103.343,103.343,Kg
25P2,70396492,14.64534642,121.0963252,13,2,2023-01-16,2023-01-23,48.056,24.028,Kg
25P2,70398370,14.58594333,121.0483362,7,2,2023-01-13,2023-01-20,13.753,6.8765,Kg
25P2,70398392,14.58458957,121.0759822,11,2,2023-01-13,2023-01-20,38.31,19.155,Kg
25P2,70400253,14.55267566,121.0520374,10,2,2023-01-13,2023-01-20,34.307,17.1535,Kg
25P2,70401488,14.55372651,121.0259834,10,2,2023-01-13,2023-01-20,32.432,16.216,Kg
25P2,70408061,14.54579924,121.0522527,7,1,2023-01-13,2023-01-13,23.834,23.834,Kg
25P2,70408272,14.61711251,121.1349582,11,2,2023-01-16,2023-01-23,33.673,16.8365,Kg
25P2,70408277,14.48186005,121.1872024,8,2,2023-01-16,2023-01-23,39.236999999999995,19.6185,Kg
25P2,70408280,14.56712,121.01141,7,2,2023-01-06,2023-01-13,9.827,4.9135,Kg
25P2,70412170,14.62271103,121.1022785,11,2,2023-01-16,2023-01-23,22.477999999999998,11.239,Kg
25P2,70423734,14.53985438,121.0120751,2,1,2023-01-20,2023-01-20,1.401,1.401,Kg
25P2,70428043,14.51345276,121.0476718,8,2,2023-01-13,2023-01-20,98.161,49.0805,Kg
25P2,70430210,14.52807804,121.0740454,2,1,2023-01-13,2023-01-13,6.036,6.036,Kg
25P2,70433908,14.5485442,121.0475215,2,1,2023-01-13,2023-01-13,27.317,27.317,Kg
25P2,70435202,14.54964538,121.0267766,15,2,2023-01-13,2023-01-20,33.973,16.9865,Kg
25P2,70450886,14.73188646,121.1441889,11,2,2023-01-16,2023-01-23,31.387999999999998,15.694,Kg
25P2,70464173,14.52859003,121.0415683,1,1,2023-01-17,2023-01-17,0.144,0.144,Kg
25P2,70464520,14.56309,121.01478,8,2,2023-01-13,2023-01-20,12.458,6.229,Kg
25P2,70465560,14.39942,120.9045,10,1,2023-01-12,2023-01-12,36.552,36.552,Kg
25P2,70484079,14.6516115,121.101893,11,2,2023-01-16,2023-01-23,27.572,13.786,Kg
